game_id,date,team_1,team_2,game_number,team_winner,patch_version,season,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20
111,14-Sep-2024,fnoc,rrq,2,rrq,1.9.06,14,zhask,chip,phoveus,fanny,aurora,hayabusa,zhuxin,roger,edith,nolan,chou,yve,harith,ling,lolita,natan,mathilda,arlott,karrie,ixia
112,15-Sep-2024,ae,evos,1,ae,1.9.06,14,zhuxin,chip,hylos,phoveus,harith,roger,edith,valentina,moskov,luo yi,ling,fanny,brody,grock,ruby,terizla,lolita,khufra,clint,arlott
113,15-Sep-2024,ae,evos,2,ae,1.9.06,14,zhuxin,chip,hylos,phoveus,harith,ling,fanny,valentina,edith,terizla,moskov,roger,luo yi,nolan,vexana,alpha,mathilda,jawhead,aurora,ruby
114,15-Sep-2024,tlid,fnoc,1,tlid,1.9.06,14,hayabusa,chip,phoveus,fanny,faramis,zhuxin,hylos,edith,roger,harith,nolan,lunox,tigreal,gatotkaca,yve,luo yi,kaja,arlott,vexana,valentina
115,15-Sep-2024,tlid,fnoc,2,tlid,1.9.06,14,hayabusa,chip,phoveus,fanny,faramis,nolan,hylos,ling,roger,harith,alpha,terizla,edith,yve,ruby,zhuxin,mathilda,angela,chou,valentina
116,15-Sep-2024,btr,rrq,1,btr,1.9.06,14,hylos,chip,edith,ling,alpha,harith,phoveus,vexana,terizla,roger,mathilda,fanny,brody,franco,valentina,kaja,ruby,faramis,nolan,melissa
117,15-Sep-2024,btr,rrq,2,rrq,1.9.06,14,hylos,chip,edith,mathilda,phoveus,ling,ruby,aurora,harith,zhask,hayabusa,roger,tigreal,jawhead,lolita,x.borg,gatotkaca,masha,grock,uranus
118,15-Sep-2024,btr,rrq,3,rrq,1.9.06,14,hylos,chip,edith,mathilda,phoveus,ling,ruby,gatotkaca,harith,fanny,roger,valentina,luo yi,fredrinn,zhuxin,alpha,arlott,lunox,khufra,bane
119,20-Sep-2024,geek,dewa,1,geek,1.9.20,14,fanny,chip,hayabusa,helcurt,valentina,phoveus,edith,harith,arlott,lunox,nolan,alpha,grock,gatotkaca,yve,tigreal,vexana,ruby,faramis,hylos
120,20-Sep-2024,dewa,geek,2,geek,1.9.20,14,helcurt,fanny,nolan,hayabusa,chip,phoveus,edith,julian,terizla,alpha,harith,ruby,gatotkaca,moskov,mathilda,faramis,yve,valentina,carmilla,claude
121,20-Sep-2024,tlid,btr,1,tlid,1.9.20,14,mathilda,chip,zhask,fanny,alpha,phoveus,hylos,harith,ling,nolan,arlott,gatotkaca,lunox,yve,faramis,ruby,vexana,aurora,alice,chou
122,20-Sep-2024,btr,tlid,2,tlid,1.9.20,14,fanny,mathilda,harith,chip,phoveus,arlott,ruby,hylos,ling,valentina,nolan,alice,grock,vexana,moskov,gatotkaca,yve,tigreal,natan,chou
123,21-Sep-2024,ae,dewa,1,dewa,1.9.20,14,harith,chip,edith,phoveus,alpha,fanny,hylos,gatotkaca,hayabusa,valentina,ling,yve,alice,moskov,chou,arlott,claude,terizla,roger,gloo
124,21-Sep-2024,ae,dewa,2,dewa,1.9.20,14,harith,chip,gatotkaca,phoveus,hylos,fanny,edith,hayabusa,mathilda,ling,valentina,yve,chou,moskov,alice,terizla,claude,kaja,karrie,arlott
125,21-Sep-2024,rrq,evos,1,rrq,1.9.20,14,hayabusa,chip,tigreal,edith,harith,phoveus,mathilda,arlott,ling,yve,roger,valentina,alice,minotaur,moskov,kaja,claude,khaleed,cecilion,angela
126,21-Sep-2024,evos,rrq,2,evos,1.9.20,14,yve,chip,fanny,phoveus,hayabusa,mathilda,edith,arlott,nolan,ling,faramis,alice,lunox,valentina,tigreal,luo yi,aurora,kaja,beatrix,gatotkaca
127,21-Sep-2024,evos,rrq,3,evos,1.9.20,14,fanny,chip,yve,ling,mathilda,phoveus,edith,faramis,ruby,nolan,luo yi,joy,tigreal,arlott,minotaur,claude,gatotkaca,akai,harith,moskov
128,21-Sep-2024,rbl,fnoc,1,rbl,1.9.20,14,fanny,chip,ling,phoveus,nolan,hayabusa,edith,mathilda,yve,zhask,claude,joy,minotaur,moskov,lancelot,terizla,ruby,alpha,kaja,bruno
129,21-Sep-2024,rbl,fnoc,2,rbl,1.9.20,14,fanny,chip,ling,mathilda,nolan,edith,hayabusa,claude,phoveus,zhask,gatotkaca,faramis,terizla,lancelot,harith,julian,ruby,akai,lunox,joy
130,22-Sep-2024,rrq,geek,1,rrq,1.9.20,14,helcurt,edith,nolan,harith,faramis,arlott,phoveus,julian,chip,mathilda,yve,moskov,natan,vexana,alice,luo yi,valentina,claude,bane,thamuz
131,22-Sep-2024,geek,rrq,2,rrq,1.9.20,14,mathilda,chip,yve,helcurt,harith,phoveus,edith,arlott,valentina,faramis,ruby,roger,claude,gatotkaca,moskov,melissa,grock,alice,nolan,natan
132,22-Sep-2024,rbl,btr,1,btr,1.9.20,14,nolan,chip,fanny,phoveus,ling,hayabusa,edith,gatotkaca,harith,alpha,lunox,yve,mathilda,tigreal,kaja,arlott,khaleed,khufra,zhask,x.borg
133,22-Sep-2024,rbl,btr,2,btr,1.9.20,14,nolan,chip,fanny,phoveus,ling,hayabusa,yve,gatotkaca,harith,edith,alpha,khaleed,mathilda,benedetta,kaja,valentina,luo yi,claude,akai,x.borg
134,22-Sep-2024,tlid,evos,1,tlid,1.9.20,14,arlott,chip,edith,fanny,alpha,phoveus,hylos,mathilda,harith,ruby,ling,nolan,vexana,terizla,lunox,faramis,gloo,aurora,angela,yve
135,22-Sep-2024,evos,tlid,2,evos,1.9.20,14,fanny,chip,yve,edith,hylos,phoveus,ling,harith,arlott,terizla,faramis,nolan,lunox,luo yi,angela,vexana,valentina,kaja,beatrix,lolita
136,22-Sep-2024,tlid,evos,3,tlid,1.9.20,14,edith,fanny,arlott,phoveus,ling,chip,hylos,nolan,terizla,hayabusa,harith,faramis,luo yi,kaja,yve,franco,lunox,vexana,ruby,tigreal
137,27-Sep-2024,geek,tlid,1,tlid,1.9.20,14,fanny,helcurt,ling,chip,nolan,hylos,phoveus,mathilda,alpha,ruby,yve,aurora,lunox,edith,moskov,arlott,harith,roger,clint,gatotkaca
138,27-Sep-2024,tlid,geek,2,tlid,1.9.20,14,helcurt,fanny,chip,ling,nolan,mathilda,hylos,yve,phoveus,hayabusa,harith,lunox,vexana,alpha,aurora,ruby,gatotkaca,akai,lylia,bane
139,27-Sep-2024,rrq,dewa,1,rrq,1.9.20,14,hayabusa,chip,fanny,phoveus,gatotkaca,roger,mathilda,ruby,ling,khaleed,julian,vexana,yve,harith,valentina,tigreal,beatrix,faramis,claude,hylos
140,27-Sep-2024,dewa,rrq,2,rrq,1.9.20,14,roger,hayabusa,alpha,phoveus,chip,mathilda,gatotkaca,khaleed,vexana,fanny,yve,bane,harith,claude,tigreal,khufra,ruby,x.borg,beatrix,natan
141,28-Sep-2024,evos,rbl,1,rbl,1.9.20,14,hayabusa,chip,yve,ling,edith,nolan,mathilda,phoveus,alpha,claude,julian,kaja,faramis,lunox,terizla,karrie,vexana,aurora,yu zhong,moskov
142,28-Sep-2024,evos,rbl,2,evos,1.9.20,14,hayabusa,chip,yve,ling,alpha,phoveus,edith,nolan,gatotkaca,faramis,kaja,akai,beatrix,luo yi,fanny,vexana,valentina,lancelot,karrie,natan
143,28-Sep-2024,evos,rbl,3,evos,1.9.20,14,yve,chip,hayabusa,ling,alpha,phoveus,nolan,edith,julian,valentina,khaleed,kaja,tigreal,karrie,gatotkaca,moskov,zhask,atlas,natan,roger
144,28-Sep-2024,rrq,ae,1,ae,1.9.20,14,fanny,chip,hayabusa,phoveus,luo yi,mathilda,ling,gatotkaca,khaleed,vexana,arlott,faramis,natan,moskov,harith,julian,bruno,ruby,claude,joy
145,28-Sep-2024,ae,rrq,2,ae,1.9.20,14,mathilda,fanny,khaleed,chip,edith,phoveus,ling,arlott,valentina,gatotkaca,yve,hayabusa,ruby,claude,lolita,natan,grock,lunox,barats,harith
146,28-Sep-2024,fnoc,btr,1,btr,1.9.20,14,harith,chip,phoveus,fanny,x.borg,ling,hayabusa,alice,gatotkaca,khaleed,valentina,angela,claude,alpha,karrie,nolan,arlott,wanwan,franco,beatrix
147,28-Sep-2024,fnoc,btr,2,fnoc,1.9.20,14,harith,chip,phoveus,fanny,x.borg,ling,hayabusa,alice,gatotkaca,khaleed,valentina,angela,claude,alpha,karrie,arlott,beatrix,wanwan,franco,terizla
148,28-Sep-2024,fnoc,btr,3,fnoc,1.9.20,14,harith,chip,phoveus,fanny,gatotkaca,ling,khaleed,alice,arlott,valentina,hayabusa,angela,franco,hylos,kaja,edith,moskov,tigreal,wanwan,grock
149,29-Sep-2024,tlid,ae,1,ae,1.9.20,14,khaleed,mathilda,hayabusa,fanny,phoveus,chip,ling,valentina,gatotkaca,angela,ruby,nolan,hylos,moskov,vexana,edith,arlott,aurora,barats,claude
150,29-Sep-2024,ae,tlid,2,tlid,1.9.20,14,mathilda,chip,fanny,khaleed,hayabusa,ling,phoveus,gatotkaca,yve,nolan,harith,alpha,jawhead,natan,luo yi,lunox,angela,lylia,tigreal,alice
151,29-Sep-2024,tlid,ae,3,tlid,1.9.20,14,khaleed,mathilda,ling,fanny,phoveus,angela,gatotkaca,chip,hayabusa,yve,alpha,vexana,alice,arlott,carmilla,edith,hylos,chou,harith,lunox
152,29-Sep-2024,fnoc,evos,1,fnoc,1.9.20,14,phoveus,chip,harith,fanny,ling,hayabusa,khaleed,nolan,edith,valentina,lancelot,faramis,natan,franco,melissa,kaja,moskov,gatotkaca,wanwan,akai
153,29-Sep-2024,evos,fnoc,2,fnoc,1.9.20,14,fanny,chip,hayabusa,phoveus,khaleed,ling,nolan,edith,valentina,faramis,gatotkaca,lancelot,harith,terizla,arlott,wanwan,beatrix,natan,hylos,franco
154,29-Sep-2024,geek,rbl,1,geek,1.9.20,14,fanny,chip,yve,helcurt,phoveus,nolan,khaleed,edith,alpha,aurora,gatotkaca,mathilda,lunox,faramis,moskov,natan,alice,julian,claude,benedetta
155,29-Sep-2024,geek,rbl,2,rbl,1.9.20,14,hayabusa,helcurt,yve,chip,phoveus,nolan,khaleed,gatotkaca,alpha,hylos,aurora,mathilda,julian,faramis,harith,natan,claude,alice,roger,zhask
156,29-Sep-2024,rbl,geek,3,geek,1.9.20,14,helcurt,phoveus,nolan,hayabusa,chip,gatotkaca,khaleed,mathilda,edith,kaja,alpha,faramis,beatrix,julian,yve,natan,moskov,claude,valentina,bane
157,4-Oct-2024,geek,btr,1,btr,1.9.20,14,harith,helcurt,ruby,chip,ling,phoveus,gatotkaca,khaleed,mathilda,moskov,fanny,faramis,valentina,x.borg,luo yi,beatrix,wanwan,arlott,zhuxin,alpha
158,4-Oct-2024,geek,btr,2,btr,1.9.20,14,harith,helcurt,mathilda,chip,gatotkaca,phoveus,khaleed,hylos,ling,fanny,valentina,faramis,natalia,ruby,grock,moskov,tigreal,edith,claude,wanwan
159,4-Oct-2024,dewa,rbl,1,rbl,1.9.20,14,khaleed,chip,mathilda,fanny,edith,hayabusa,gatotkaca,phoveus,nolan,alpha,vexana,yve,harith,kaja,wanwan,akai,natan,terizla,claude,minotaur
160,4-Oct-2024,rbl,dewa,2,dewa,1.9.20,14,fanny,chip,harith,gatotkaca,hayabusa,yve,phoveus,alpha,mathilda,nolan,kaja,faramis,luo yi,edith,valentina,claude,khaleed,vexana,natan,moskov
161,4-Oct-2024,rbl,dewa,3,rbl,1.9.20,14,fanny,chip,harith,yve,hayabusa,khaleed,phoveus,mathilda,alpha,nolan,minotaur,valentina,natan,moskov,luo yi,claude,hylos,karrie,zhask,wanwan
162,5-Oct-2024,evos,geek,1,geek,1.9.20,14,helcurt,ling,phoveus,nolan,gatotkaca,chip,khaleed,mathilda,alpha,hayabusa,edith,valentina,faramis,chou,wanwan,moskov,thamuz,alice,vexana,natan
163,5-Oct-2024,evos,geek,2,evos,1.9.20,14,phoveus,ling,gatotkaca,nolan,mathilda,chip,khaleed,valentina,alpha,vexana,tigreal,helcurt,hayabusa,chou,fanny,edith,wanwan,harith,julian,terizla
164,5-Oct-2024,evos,geek,3,geek,1.9.20,14,gatotkaca,ling,mathilda,chip,helcurt,khaleed,phoveus,nolan,edith,tigreal,vexana,natan,wanwan,faramis,alpha,luo yi,hylos,fanny,claude,aurora
165,5-Oct-2024,tlid,rrq,1,tlid,1.9.20,14,khaleed,chip,hayabusa,fanny,edith,mathilda,ling,phoveus,gatotkaca,angela,hylos,faramis,yve,bane,zhuxin,julian,roger,chou,harith,bruno
166,5-Oct-2024,rrq,tlid,2,rrq,1.9.20,14,fanny,khaleed,hylos,edith,angela,mathilda,chip,gatotkaca,luo yi,phoveus,alpha,wanwan,natan,x.borg,harith,carmilla,chou,yve,irithel,joy
167,5-Oct-2024,tlid,rrq,3,rrq,1.9.20,14,khaleed,fanny,edith,chip,hayabusa,mathilda,angela,hylos,faramis,ling,gatotkaca,natan,harith,phoveus,chou,arlott,bane,ruby,yve,franco
168,5-Oct-2024,ae,fnoc,1,fnoc,1.9.20,14,harith,chip,khaleed,phoveus,fanny,gatotkaca,ling,hayabusa,edith,valentina,terizla,luo yi,angela,moskov,tigreal,franco,beatrix,ruby,khufra,barats
169,5-Oct-2024,ae,fnoc,2,fnoc,1.9.20,14,harith,chip,khaleed,phoveus,fanny,gatotkaca,ling,hayabusa,edith,angela,chou,faramis,valentina,wanwan,lunox,franco,beatrix,yve,bruno,kaja
170,6-Oct-2024,dewa,fnoc,1,fnoc,1.9.20,14,fanny,chip,ling,phoveus,hayabusa,mathilda,khaleed,gatotkaca,alpha,yve,julian,wanwan,beatrix,kaja,irithel,chou,lylia,jawhead,moskov,angela
171,6-Oct-2024,fnoc,dewa,2,dewa,1.9.20,14,gatotkaca,chip,alpha,fanny,khaleed,hayabusa,phoveus,ling,angela,franco,faramis,harith,wanwan,valentina,beatrix,yve,hylos,moskov,martis,zhuxin
172,6-Oct-2024,fnoc,dewa,3,fnoc,1.9.20,14,gatotkaca,chip,alpha,fanny,phoveus,hayabusa,ling,angela,khaleed,harith,edith,moskov,yve,bane,valentina,nolan,faramis,barats,luo yi,joy
173,6-Oct-2024,btr,ae,1,btr,1.9.20,14,gatotkaca,chip,hayabusa,phoveus,fanny,ling,mathilda,khaleed,angela,valentina,alpha,joy,harith,tigreal,beatrix,wanwan,bruno,akai,brody,chou
174,6-Oct-2024,ae,btr,2,btr,1.9.20,14,harith,chip,khaleed,gatotkaca,arlott,phoveus,fanny,faramis,ruby,barats,valentina,ling,tigreal,angela,edith,khufra,hylos,claude,jawhead,wanwan
175,6-Oct-2024,rrq,rbl,1,rrq,1.9.20,14,phoveus,chip,edith,fanny,angela,ling,hayabusa,khaleed,gatotkaca,hylos,mathilda,zhask,natan,nolan,claude,lunox,harith,zhuxin,wanwan,lancelot
176,6-Oct-2024,rbl,rrq,2,rrq,1.9.20,14,fanny,phoveus,ling,chip,hayabusa,alpha,nolan,chou,angela,zhask,gatotkaca,wanwan,harith,franco,lunox,joy,hylos,akai,claude,lancelot
177,23-Oct-2024,btr,ae,1,btr,1.9.20,14,gatotkaca,chip,zhuxin,mathilda,fanny,edith,suyou,yve,hylos,wanwan,valentina,alpha,khaleed,phoveus,franco,harith,arlott,tigreal,chou,moskov
178,23-Oct-2024,ae,btr,2,btr,1.9.20,14,harith,chip,mathilda,fanny,zhuxin,suyou,alpha,wanwan,valentina,phoveus,luo yi,hylos,gatotkaca,x.borg,beatrix,alice,tigreal,moskov,ruby,nolan
179,23-Oct-2024,ae,btr,3,btr,1.9.20,14,harith,fanny,mathilda,suyou,wanwan,chip,zhuxin,hylos,nolan,edith,alpha,yve,gatotkaca,tigreal,phoveus,chou,beatrix,benedetta,clint,ruby
180,23-Oct-2024,fnoc,geek,1,fnoc,1.9.20,14,helcurt,fanny,zhuxin,wanwan,chip,khaleed,suyou,yve,phoveus,luo yi,hylos,mathilda,kaja,alpha,edith,nolan,moskov,beatrix,franco,x.borg
181,23-Oct-2024,geek,fnoc,2,geek,1.9.20,14,fanny,chip,ling,helcurt,hayabusa,zhuxin,suyou,phoveus,nolan,faramis,hylos,luo yi,mathilda,wanwan,gatotkaca,claude,natan,beatrix,edith,khaleed
182,23-Oct-2024,fnoc,geek,3,geek,1.9.20,14,helcurt,fanny,zhuxin,wanwan,chip,luo yi,suyou,yve,phoveus,beatrix,hylos,alpha,kaja,mathilda,edith,gatotkaca,tigreal,franco,vexana,natan
183,23-Oct-2024,fnoc,geek,4,fnoc,1.9.20,14,helcurt,fanny,zhuxin,wanwan,chip,luo yi,suyou,hylos,yve,tigreal,beatrix,alpha,edith,mathilda,vexana,phoveus,gatotkaca,aurora,chou,moskov
184,23-Oct-2024,fnoc,geek,5,geek,1.9.20,14,helcurt,fanny,zhuxin,wanwan,chip,luo yi,suyou,hylos,nolan,faramis,beatrix,yve,kaja,phoveus,franco,mathilda,tigreal,chou,khaleed,natan
185,24-Oct-2024,tlid,btr,1,tlid,1.9.20,14,wanwan,fanny,phoveus,suyou,angela,chip,mathilda,hylos,valentina,alpha,zhuxin,hayabusa,gatotkaca,natan,ruby,harith,beatrix,hilda,bruno,kaja
186,24-Oct-2024,btr,tlid,2,tlid,1.9.20,14,fanny,chip,zhuxin,wanwan,mathilda,suyou,hylos,angela,alpha,harith,valentina,phoveus,x.borg,luo yi,hayabusa,alice,chou,tigreal,nolan,natan
187,24-Oct-2024,tlid,btr,3,btr,1.9.20,14,wanwan,chip,phoveus,fanny,angela,suyou,mathilda,zhuxin,alpha,nolan,harith,tigreal,yve,natan,aurora,beatrix,khaleed,gatotkaca,vexana,claude
188,24-Oct-2024,tlid,btr,4,btr,1.9.20,14,wanwan,chip,angela,fanny,yve,suyou,zhuxin,alpha,mathilda,natan,chou,phoveus,hylos,harith,x.borg,aurora,lunox,akai,bane,clint
189,24-Oct-2024,btr,tlid,5,tlid,1.9.20,14,fanny,chip,zhuxin,wanwan,alpha,suyou,mathilda,phoveus,angela,faramis,x.borg,ling,khaleed,valentina,harith,natan,ruby,akai,brody,aurora
190,24-Oct-2024,rrq,geek,1,rrq,1.9.20,14,helcurt,mathilda,hylos,suyou,phoveus,chip,zhuxin,nolan,gatotkaca,ling,edith,yve,arlott,hilda,tigreal,natalia,beatrix,natan,franco,chou
191,24-Oct-2024,geek,rrq,2,geek,1.9.20,14,mathilda,helcurt,yve,phoveus,zhuxin,chip,suyou,luo yi,edith,faramis,beatrix,natan,hylos,ling,tigreal,alpha,khaleed,chou,thamuz,nolan
192,24-Oct-2024,rrq,geek,3,rrq,1.9.20,14,helcurt,zhuxin,hylos,suyou,phoveus,chip,mathilda,nolan,chou,faramis,alpha,valentina,bruno,natan,arlott,harith,beatrix,barats,irithel,khaleed
193,24-Oct-2024,rrq,geek,4,rrq,1.9.20,14,helcurt,zhuxin,phoveus,suyou,hylos,chip,mathilda,nolan,chou,faramis,alpha,luo yi,bruno,natan,arlott,harith,beatrix,barats,irithel,edith
194,25-Oct-2024,btr,geek,1,btr,1.9.20,14,helcurt,mathilda,phoveus,wanwan,chip,yve,suyou,hylos,zhuxin,gatotkaca,luo yi,moskov,harith,alpha,beatrix,nolan,tigreal,natan,arlott,joy
195,25-Oct-2024,geek,btr,2,btr,1.9.20,14,fanny,chip,wanwan,suyou,mathilda,phoveus,zhuxin,khaleed,gatotkaca,hylos,alpha,yve,chou,natan,helcurt,x.borg,moskov,edith,clint,nolan
196,25-Oct-2024,geek,btr,3,btr,1.9.20,14,fanny,chip,wanwan,suyou,zhuxin,mathilda,alpha,gatotkaca,yve,natan,faramis,khaleed,phoveus,moskov,tigreal,nolan,julian,ruby,thamuz,clint
197,25-Oct-2024,rrq,tlid,1,tlid,1.9.20,14,fanny,chip,angela,mathilda,hylos,suyou,zhuxin,yve,phoveus,alpha,edith,natan,irithel,ling,harith,hayabusa,chou,franco,wanwan,bane
198,25-Oct-2024,rrq,tlid,2,tlid,1.9.20,14,fanny,chip,angela,mathilda,phoveus,suyou,zhuxin,chou,natan,irithel,khaleed,hilda,bane,hayabusa,nolan,alpha,ling,julian,cici,yve
199,25-Oct-2024,rrq,tlid,3,rrq,1.9.20,14,fanny,chip,angela,mathilda,chou,natan,suyou,zhuxin,phoveus,edith,yve,nolan,franco,hylos,tigreal,gatotkaca,harith,terizla,claude,grock
200,25-Oct-2024,tlid,rrq,4,rrq,1.9.20,14,edith,fanny,natan,chou,chip,suyou,phoveus,alpha,mathilda,angela,ling,faramis,ruby,irithel,aurora,claude,barats,hylos,harith,bruno
201,25-Oct-2024,tlid,rrq,5,rrq,1.9.20,14,natan,fanny,alpha,chou,chip,suyou,mathilda,phoveus,yve,harith,bane,hayabusa,hilda,franco,faramis,kaja,khaleed,hylos,aurora,lunox
202,26-Oct-2024,tlid,btr,1,tlid,1.9.20,14,wanwan,fanny,khaleed,suyou,gatotkaca,chip,mathilda,natan,alpha,yve,bane,phoveus,ruby,luo yi,harith,tigreal,valentina,ixia,hylos,rafaela
203,26-Oct-2024,btr,tlid,2,tlid,1.9.20,14,fanny,wanwan,phoveus,suyou,angela,chip,mathilda,yve,alpha,khaleed,natan,hilda,x.borg,chou,bane,gatotkaca,harith,zhuxin,nolan,rafaela
204,26-Oct-2024,tlid,btr,3,tlid,1.9.20,14,wanwan,fanny,gatotkaca,suyou,khaleed,chip,mathilda,yve,alpha,natan,bane,moskov,aurora,arlott,phoveus,chou,ruby,lylia,terizla,lolita
205,27-Oct-2024,tlid,rrq,1,tlid,1.9.20,14,edith,chou,phoveus,fanny,mathilda,suyou,chip,natan,yve,hilda,alpha,bane,lylia,carmilla,harith,khaleed,terizla,pharsa,beatrix,tigreal
206,27-Oct-2024,rrq,tlid,2,rrq,1.9.20,14,fanny,chip,chou,suyou,hilda,khaleed,mathilda,alpha,yve,bane,phoveus,natan,ixia,barats,bruno,akai,hylos,irithel,zhuxin,rafaela
207,27-Oct-2024,tlid,rrq,3,rrq,1.9.20,14,edith,fanny,phoveus,suyou,mathilda,chou,chip,bane,hilda,alpha,yve,zhuxin,terizla,carmilla,akai,khaleed,gatotkaca,benedetta,natan,irithel
208,27-Oct-2024,tlid,rrq,4,tlid,1.9.20,14,phoveus,fanny,alpha,chou,chip,yve,suyou,hilda,mathilda,zhuxin,khaleed,bane,akai,faramis,benedetta,irithel,natan,hylos,beatrix,aurora
209,27-Oct-2024,rrq,tlid,5,rrq,1.9.20,14,fanny,chip,chou,suyou,hilda,mathilda,phoveus,alpha,khaleed,zhuxin,bane,yve,irithel,hylos,franco,terizla,natan,jawhead,beatrix,tigreal
210,27-Oct-2024,tlid,rrq,6,tlid,1.9.20,14,alpha,fanny,chip,hilda,bane,suyou,phoveus,barats,mathilda,angela,ling,faramis,ruby,bruno,harith,natan,julian,lunox,khaleed,irithel
211,27-Oct-2024,rrq,tlid,7,tlid,1.9.20,14,fanny,chip,hilda,suyou,khaleed,zhuxin,mathilda,chou,angela,faramis,alpha,ling,phoveus,ruby,bruno,lunox,harith,ixia,barats,terizla
212,7-Mar-2025,rrq,navi,1,rrq,1.9.42,15,mathilda,zhuxin,phoveus,fanny,harith,luo yi,joy,moskov,badang,gatotkaca,granger,suyou,yve,hylos,chip,valentina,vexana,pharsa,cici,chou
213,7-Mar-2025,rrq,navi,2,rrq,1.9.42,15,phoveus,fanny,mathilda,zhuxin,harith,joy,suyou,luo yi,granger,cici,irithel,badang,pharsa,hanzo,hylos,nolan,gatotkaca,tigreal,yve,hayabusa
214,7-Mar-2025,evos,tlid,1,evos,1.9.42,15,mathilda,fanny,harith,joy,yve,zhuxin,suyou,cici,gatotkaca,granger,luo yi,selena,badang,nolan,phoveus,lukas,bruno,edith,jawhead,ling
215,7-Mar-2025,tlid,evos,2,tlid,1.9.42,15,mathilda,fanny,phoveus,zhuxin,luo yi,yve,harith,suyou,cici,badang,selena,granger,hanzo,valentina,lukas,jawhead,gatotkaca,joy,khaleed,vexana
216,7-Mar-2025,tlid,evos,3,evos,1.9.42,15,mathilda,fanny,phoveus,zhuxin,luo yi,harith,joy,gatotkaca,granger,hylos,selena,lukas,valentina,suyou,badang,hayabusa,vexana,cici,karrie,edith
217,8-Mar-2025,geek,evos,1,evos,1.9.42,15,mathilda,fanny,cici,zhuxin,phoveus,harith,joy,gatotkaca,granger,valentina,badang,suyou,moskov,luo yi,lukas,tigreal,vexana,chou,karrie,jawhead
218,8-Mar-2025,evos,geek,2,evos,1.9.42,15,mathilda,fanny,harith,cici,yve,zhuxin,joy,phoveus,granger,vexana,gloo,suyou,moskov,pharsa,jawhead,luo yi,cecilion,gatotkaca,bruno,guinevere
219,8-Mar-2025,btr,ae,1,btr,1.9.42,15,mathilda,fanny,yve,zhuxin,lukas,cici,joy,suyou,harith,granger,badang,gatotkaca,luo yi,tigreal,phoveus,jawhead,valentina,hylos,pharsa,chou
220,8-Mar-2025,ae,btr,2,btr,1.9.42,15,luo yi,zhuxin,chou,fanny,badang,mathilda,harith,joy,gatotkaca,hylos,suyou,granger,tigreal,cici,jawhead,phoveus,yve,valentina,lukas,gloo
221,8-Mar-2025,rrq,onic,1,rrq,1.9.42,15,yve,zhuxin,phoveus,fanny,harith,joy,suyou,granger,cici,gatotkaca,irithel,nolan,hilda,luo yi,pharsa,tigreal,cecilion,chip,valentina,hylos
222,8-Mar-2025,onic,rrq,2,rrq,1.9.42,15,phoveus,fanny,mathilda,zhuxin,joy,harith,suyou,yve,granger,pharsa,chou,hanzo,irithel,gatotkaca,moskov,jawhead,tigreal,gloo,claude,lukas
223,9-Mar-2025,dewa,btr,1,btr,1.9.42,15,yve,luo yi,joy,zhuxin,phoveus,mathilda,fanny,harith,badang,hylos,granger,suyou,hilda,akai,edith,chou,vale,ruby,vexana,gatotkaca
224,9-Mar-2025,btr,dewa,2,dewa,1.9.42,15,mathilda,zhuxin,yve,joy,moskov,harith,fanny,granger,badang,gatotkaca,irithel,suyou,gloo,jawhead,lukas,chou,phoveus,luo yi,cici,vexana
225,9-Mar-2025,dewa,btr,3,dewa,1.9.42,15,yve,zhuxin,joy,fanny,badang,harith,mathilda,granger,suyou,alpha,moskov,jawhead,hilda,gloo,vexana,luo yi,cici,valentina,uranus,cecilion
226,9-Mar-2025,ae,onic,1,ae,1.9.42,15,fanny,zhuxin,khaleed,mathilda,badang,yve,joy,harith,phoveus,hylos,granger,suyou,gloo,luo yi,lukas,jawhead,aurora,faramis,cici,chou
227,9-Mar-2025,onic,ae,2,onic,1.9.42,15,granger,fanny,mathilda,joy,phoveus,zhuxin,harith,luo yi,hylos,suyou,yve,hanzo,jawhead,moskov,badang,cici,claude,lukas,gatotkaca,valentina
228,9-Mar-2025,ae,onic,3,ae,1.9.42,15,fanny,zhuxin,khaleed,mathilda,luo yi,granger,harith,suyou,yve,joy,cici,phoveus,faramis,moskov,hylos,jawhead,karrie,pharsa,gatotkaca,chip
229,9-Mar-2025,tlid,navi,1,navi,1.9.42,15,mathilda,fanny,phoveus,zhuxin,granger,joy,harith,suyou,gatotkaca,lukas,hylos,valentina,faramis,moskov,angela,jawhead,cici,yve,badang,bruno
230,9-Mar-2025,tlid,navi,2,tlid,1.9.42,15,phoveus,fanny,mathilda,zhuxin,lukas,joy,suyou,gatotkaca,harith,badang,granger,cici,luo yi,hanzo,valentina,hayabusa,yve,khaleed,pharsa,martis
231,9-Mar-2025,navi,tlid,3,tlid,1.9.42,15,fanny,zhuxin,harith,joy,luo yi,mathilda,granger,suyou,gatotkaca,valentina,lukas,moskov,badang,cici,chip,gloo,hylos,edith,chou,cecilion
