game_id,team_1_ban_1,team_1_ban_2,team_1_ban_3,team_1_ban_4,team_1_ban_5,team_2_ban_1,team_2_ban_2,team_2_ban_3,team_2_ban_4,team_2_ban_5
142,luo yi,granger,kalea,zhask,edith,chip,fanny,kimmy,tigreal,chou
143,luo yi,jawhead,harith,valentina,gatotkaca,chip,fanny,kimmy,pharsa,beatrix
144,fanny,suyou,harith,moskov,chou,luo yi,chip,kalea,selena,novaria
145,fanny,suyou,harith,badang,pharsa,luo yi,chip,phoveus,valentina,selena
146,masha,harith,chou,yve,badang,fanny,kalea,kimmy,cici,phoveus
147,hayabusa,fanny,luo yi,cici,tigreal,joy,masha,kimmy,yve,pharsa
148,luo yi,phoveus,harith,yve,valentina,fanny,kimmy,kalea,joy,hayabusa
149,luo yi,phoveus,harith,yve,gloo,fanny,kalea,kimmy,moskov,edith
150,luo yi,phoveus,harith,yve,gloo,fanny,kalea,kimmy,moskov,edith
151,suyou,lukas,hylos,badang,tigreal,kimmy,harith,kalea,granger,yve
152,suyou,lukas,tigreal,franco,badang,kimmy,harith,kalea,phoveus,granger
153,suyou,lukas,phoveus,franco,cici,kimmy,harith,kalea,chou,granger
154,masha,zhuxin,chip,beatrix,moskov,fanny,luo yi,joy,x.borg,hayabusa
155,luo yi,fanny,joy,valentina,cecilion,chip,zhuxin,kimmy,masha,ling
156,luo yi,fanny,joy,gloo,pharsa,chip,kalea,masha,ling,moskov
157,phoveus,zhuxin,moskov,harith,franco,kalea,kimmy,fanny,joy,novaria
158,phoveus,zhuxin,moskov,hanzo,hayabusa,kalea,granger,fanny,tigreal,mathilda
159,hayabusa,kalea,luo yi,yve,novaria,kimmy,joy,chip,phoveus,gloo
160,lukas,baxia,hayabusa,gatotkaca,phoveus,chip,kimmy,fanny,badang,gloo
161,hayabusa,granger,phoveus,lukas,ling,fanny,kalea,chip,helcurt,zhask
162,hayabusa,granger,phoveus,zhuxin,gloo,fanny,suyou,kimmy,mathilda,irithel
163,fanny,luo yi,joy,cici,faramis,kalea,masha,fredrinn,pharsa,kimmy
164,fredrinn,baxia,masha,hanzo,wanwan,fanny,joy,kalea,chou,zhuxin
165,fanny,luo yi,phoveus,faramis,gatotkaca,masha,fredrinn,baxia,granger,pharsa
166,badang,hayabusa,fanny,moskov,jawhead,chip,kalea,zhuxin,edith,hylos
167,badang,hayabusa,fanny,hanzo,ling,chip,kalea,joy,wanwan,claude
168,badang,hayabusa,fanny,luo yi,pharsa,chip,kalea,joy,fredrinn,suyou
169,phoveus,luo yi,hayabusa,beatrix,lukas,fanny,granger,joy,ling,gloo
170,phoveus,luo yi,lukas,valentina,zhuxin,fanny,joy,mathilda,ling,suyou
171,lukas,mathilda,fanny,phoveus,x.borg,joy,chip,kimmy,hylos,gloo
172,lukas,hayabusa,phoveus,hylos,esmeralda,kalea,fanny,joy,harith,yve
173,lukas,hayabusa,phoveus,hylos,esmeralda,fanny,joy,baxia,granger,harith
174,fanny,suyou,badang,masha,benedetta,hayabusa,ling,hanzo,zhuxin,yve
175,ling,hanzo,joy,hilda,gatotkaca,fanny,granger,harith,baxia,hylos
176,lukas,harith,moskov,beatrix,ling,chip,joy,fanny,gloo,phoveus
177,luo yi,phoveus,hayabusa,cecilion,pharsa,chip,fanny,lukas,angela,gloo
178,hayabusa,kalea,harith,franco,tigreal,masha,fredrinn,zhuxin,wanwan,chip
179,hayabusa,ling,joy,cici,franco,fredrinn,masha,zhuxin,selena,valentina
180,granger,chip,hilda,gatotkaca,beatrix,luo yi,harith,kalea,phoveus,franco
181,hilda,granger,chip,phoveus,moskov,kalea,luo yi,badang,pharsa,valentina
182,hayabusa,baxia,fredrinn,wanwan,granger,fanny,joy,ling,gloo,mathilda
183,ling,joy,chip,alpha,suyou,luo yi,fanny,kalea,zhuxin,yve
184,hayabusa,luo yi,chip,kimmy,pharsa,fanny,joy,ling,cici,phoveus
185,chip,luo yi,hayabusa,lancelot,beatrix,fanny,joy,ling,moskov,harith
186,fredrinn,masha,chip,gloo,wanwan,hayabusa,joy,phoveus,valentina,angela
187,hayabusa,joy,luo yi,lukas,gloo,fredrinn,masha,chip,wanwan,beatrix
188,fredrinn,masha,chip,hanzo,gloo,hayabusa,joy,luo yi,angela,irithel
189,fredrinn,masha,chip,kalea,chou,hayabusa,joy,luo yi,badang,karrie
190,fredrinn,masha,chip,gloo,hanzo,hayabusa,joy,franco,cici,phoveus
191,hayabusa,luo yi,pharsa,kalea,franco,fanny,zhuxin,faramis,irithel,granger
192,hayabusa,luo yi,pharsa,joy,kalea,fanny,zhuxin,faramis,moskov,harith
193,kimmy,pharsa,joy,valentina,yve,fanny,zhuxin,luo yi,granger,wanwan
194,kimmy,pharsa,joy,baxia,fredrinn,fanny,zhuxin,luo yi,claude,wanwan
195,kimmy,fredrinn,luo yi,harith,irithel,chip,zhuxin,baxia,valentina,franco
196,kimmy,phoveus,luo yi,harith,karrie,chip,zhuxin,baxia,valentina,selena
197,chip,zhuxin,badang,fredrinn,gloo,baxia,joy,kalea,harith,irithel
198,chip,zhuxin,granger,cici,badang,baxia,joy,hayabusa,ling,hanzo
199,fanny,suyou,zhuxin,pharsa,valentina,baxia,joy,hayabusa,ling,badang
200,hayabusa,baxia,joy,moskov,wanwan,fanny,suyou,fredrinn,cici,gloo
201,fanny,suyou,fredrinn,hilda,zhuxin,baxia,hayabusa,joy,valentina,phoveus
202,fanny,masha,luo yi,valentina,gloo,zhuxin,chip,hayabusa,hilda,lukas
203,fanny,masha,luo yi,joy,ling,hayabusa,chip,zhuxin,lukas,suyou
204,lukas,zhuxin,chip,hilda,pharsa,fanny,baxia,kalea,gloo,chou
205,fanny,baxia,harith,phoveus,fredrinn,hayabusa,chip,zhuxin,tigreal,gloo
206,hayabusa,baxia,lukas,tigreal,fredrinn,kalea,fanny,harith,kimmy,hanzo
207,hayabusa,lukas,baxia,gloo,fredrinn,fanny,kalea,joy,pharsa,luo yi
208,hayabusa,lukas,baxia,wanwan,granger,fanny,joy,faramis,x.borg,uranus
209,lukas,baxia,chip,hayabusa,gatotkaca,fanny,joy,kalea,cici,masha
210,lukas,chip,baxia,franco,tigreal,fanny,joy,kalea,irithel,granger
211,fanny,pharsa,yve,hayabusa,ling,chip,zhuxin,wanwan,lukas,yi sun-shin
212,lukas,chip,zhuxin,tigreal,hylos,fanny,kalea,luo yi,gloo,cici
213,lukas,chip,wanwan,masha,tigreal,fanny,luo yi,badang,gloo,cici
214,fanny,badang,luo yi,harith,cici,chip,kalea,baxia,hilda,masha
215,fanny,badang,luo yi,cici,hayabusa,chip,lukas,yi sun-shin,zhuxin,gloo
216,fanny,badang,luo yi,cici,masha,luo yi,kalea,joy,ling,yi sun-shin
217,fanny,luo yi,badang,alpha,ling,chip,joy,kalea,lukas,yi sun-shin
